30/60/90 Fitness,656 6th Ave,"New York,",NY,10011
Upper East Side Fitness (UESFITNESS),1566 2nd Avenue,"New York,",NY,10028
Uptown Pilates - Midtown,"124 East 57th Street, 2nd Floor","New York,",NY,10022
Uptown Pilates - Sag Harbor,23 Bridge Street,"Sag Harbor,",NY,11963
Uptown Pilates - Upper West Side,136 West 72nd Street 2nd Floor,"New York,",NY,10023
Uptown Pilates - West Village,404 6th Avenue 2nd Floor,"New York,",NY,10011
VERAYOGA,"406 Broadway, Level 3","New York,",NY,10013
Vigorous Fitness Clubs,79-32 Metropolitan Ave,"Middle Village,",NY,11379
Vita Athletics,320 Springfield Avenue,"Summit,",NJ,07901
WALK2FIT,4 Grayrock Road,"Scarsdale,",NY,10583
Warrior Bridge,250 Front St,"New York,",NY,10038
Warrior Fitness Boot Camp,240 Wythe Ave Lower Level,"Brooklyn,",NY,11249
Westchester Yoga Arts,49A Lawton Street,"New Rochelle,",NY,10801
WillyB Crossfit,41 Meserole St,"Brooklyn,",NY,11206
Women's World of Boxing,2147 2nd Avenue,"New York,",NY,10029
Work Train Fight,"636 Broadway, 2nd Floor","New York,",NY,10012
WRKNYC,51 East 34th Street,"New York,",NY,10016
WundaBar Pilates,21 Thompson Street Suite B,"New York,",NY,10013
WundaBar Pilates - Upper East Side,245 East 78th Street,"New York,",NY,10075
Xtend Barre Brooklyn Heights,147 Remsen Street 2nd Fl,"Brooklyn,",NY,11201
XTEND Tribeca,80 Warren Street,"New York,",NY,10007
YO BK - Greenpoint,607 Manhattan Avenue Ground Floor,"Brooklyn,",NY,11222
YO BK - Williamsburg,20 Broadway Ground Floor,"Brooklyn,",NY,11249
Yoga Agora,"33-02 Broadway, 2nd Floor","Astoria,",NY,11106
Yoga Pole,"43 Schermerhorn, #2","Brooklyn,",NY,11201
YogaSpark Tribeca,158 Duane Street,"New York,",NY,10013
Yoga Spot,1957 Coney Island Ave,"Brooklyn,",NY,11223
Yoga Vida - 666 Broadway,"666 Broadway at Bond St, 3rd Floor","New York,",NY,10012
Yoga Vida - 99 University,"99 University Place at 12th St, 6th Floor","New York,",NY,10003
Yoga Vida - Dumbo,55 Prospect Street,"Brooklyn,",NY,11201
Yoga Vida - Tribeca,"416 Washington St., Retail Unit 2 (Enter on Vestry)","New York,",NY,10013
Yo Yoga!,"344 E 59th St, 3rd Floor","New York,",NY,10022
Yva Yoga,"285 Willoughby Ave, 2nd floor","Brooklyn,",NY,11205
Zapp Fitness,87 Dorsa Avenue Suite 3,"Livingston,",NJ,07039
Z Club NY - FiDi,10 Hanover Square,"New York,",NY,10005
Z Club NY - Studio 26,"25 West 31st Street, 2nd Floor","New York,",NY,10001
Z Club NY - Studio E57,301 east 57th street,"New York, NY,",NY,10022
Z Club NY - Studio SOHO,227 Mulberry Street at GYM NYC,"New York,",NY,10012
Z Club NY - Studio W68,48 West 68th Street at Studio Maestro,"New York,",NY,10023
Zen and Yoga,"107-21 71st Avenue, 2nd Floor","Forest Hills,",NY,11375
Back Bay Boxing Gym and Fitness,350 Newbury Street,"Boston,",MA,02115
Back Bay Fitness,Arlington - 180 Massachusetts Avenue (See Class Descriptions),"Arlington,",MA,02476
Balance Studio,15 Depot Court,"Cohasset,",MA,02025
Barre & Soul - Cambridge,36 John F. Kennedy Street,"Cambridge,",MA,02138
Barre & Soul - Melrose,Multiple Locations (See Class Titles),"Melrose,",MA,02176
Barre & Soul - Portsmouth,163 Court Street,"Portsmouth,",NH,03801
Beacon Hill Yoga,57 Phillips Street,"Boston,",MA,02114
Beantown Bootcamp,Multiple Locations (See Class Titles),"Boston,",MA,02114
be. In Union Yoga,440 Somerville Ave,"Somerville,",MA,02143
BLUE Barre and Dance Fitness,475 Winter Street,"Waltham,",MA,02451
Borealis Yoga,34 Salem Street 2nd Floor,"Medford,",MA,02155
Boston Body Pilates - Back Bay,14 Newbury St.,"Boston,",MA,02116
Boston Body Pilates - Belmont,448 Common Street,"Belmont,",MA,02478
Boston Body Pilates - Waterfront,34 Commercial Wharf,"Boston,",MA,02110
Boston Fit Body Boot Camp & Body Fits You,24 Cambridge Street,"Charlestown,",MA,02129
Brick Boston,"133 Federal Street, LL","Boston,",MA,02110
Brooklyn Boulders - Somerville,12 Tyler Street,"Somerville,",MA,02143
B/SPOKE Cape House,1 Market Street,"Mashpee,",MA,02649
B/SPOKE Studios - Boston,"101 Federal Street, B/SPOKE Studios","Boston,",MA,02110
B/SPOKE Studios - Wellesley,"50 Central Street, B/SPOKE Studios","Wellesley,",MA,02482
BURN Back Bay,"867 Boylston Street, Suite 200","Boston,",MA,02116
BURN South End,547 Columbus Avenue,"Boston,",MA,02118
C2 Pilates & BeatBarre - Boston,844 Summer street,"Boston,",MA,02127
Cardio Sport,182 Summer St.,"Kingston,",MA,02364
Charlestown Cycling Club,20 City Square,"Charlestown,",MA,02129
Commit 2B Fit Studio,1284 Washington Street,"Weymouth,",MA,02189
Commonwealth Sports Club,1079 Commonwealth Avenue,"Boston,",MA,02215
CrossFit Southie,385 Dorchester Ave,"Boston,",MA,02127
DanceFIT Studio,721 Worcester Road,"Natick ,",MA,01760
Endurance Pilates and Yoga,1636 Washington Street,"Boston,",MA,02118
EverybodyFights,15 Channel Center St,"Boston,",MA,02210
EverybodyFights,1 Federal St,"Boston,",MA,02210
Evolve Bootcamp,Multiple Locations (See Studio Overview for Location Details),"Boston,",MA,02108
Fit Revolution,23 Concord Street,"North Reading,",MA,01864
Heartbreak Hill Running Company,294 Massachusetts Avenue,"Cambridge,",MA,02139
José Mateo Ballet Theatre,400 Harvard Street,"Cambridge,",MA,02138
JP Centre Yoga,670 Centre Street,"Jamaica Plain,",MA,02130
Live Fit,394 Gannett Rd,"Scituate,",MA,02066
LYFE CYCLE,4155 Washington Street,"Roslindale,",MA,02131
Modern Barre,242 Commonwealth Ave,"Chestnut Hill,",MA,02467
MyStryde,226 Causeway Street,"Boston,",MA,02113
Om Namo Center,21 Belmont Street,"Cambridge,",MA,02138
One Nation Fitness - Needham,10 Charles Street,"Needham,",MA,02494
One Nation Fitness - Waltham,221 Bear Hill Rd,"Waltham,",MA,02451
Oxygen Mind and Body,68 Park Street,"Andover,",MA,01810
Parkour Generations,Brattle Square Park,"Cambridge,",MA,
Peter Welch's Gym,371 Dorchester Avenue,"Boston,",MA,02127
Power Rowing,"62 Harvard Street, Unit B","Brookline Village,",MA,02445
Redemption Strength & Conditioning,107 Atlantic Avenue,"Boston,",MA,02110
Redline Fight Sports,614 Massachusetts Avenue,"Cambridge,",MA,02139
REPS Beacon Hill,316 Cambridge Street,"Boston,",MA,02114
REPS Jamaica Plain,781 Centre Street,"Boston,",MA,02130
Rev’d,80 Burlington Mall Road,"Burlington,",MA,01803
Ride North End,420 Commercial Street,"Boston,",MA,02109
Rock Spot Climbing (Boston),67 Sprague Street,"Boston,",MA,02136
"Rock Spot Climbing (Lincoln, RI)",100 Higginson Ave,"Lincoln,",RI,02865
"Rock Spot Climbing (Peace Dale, RI)",1174 Kingstown Rd,"S. Kingstown,",RI,02879
Rock Spot Climbing (South Boston),30 Old Colony Ave,"South Boston,",MA,02127
Row Republic - North End,77 North Washington Street,"Boston,",MA,02114
Sheehan Personal Training,54 Pratt St.,"Mansfield,",MA,02048
SHRED,63 Washington St,"Weymouth,",MA,02188
Simply Barre,118 W Broadway,"South Boston,",MA,02127
some.yoga.studio,370 Medford Street,"Somerville,",MA,02145
Studio Barre,95 Eastern Avenue Suite 113,"Dedham,",MA,02026
Sweat Fixx - Arlington,454 Massachusetts Avenue,"Arlington,",MA,02474
Sweat Fixx - Beverly,14 Elliott Street,"Beverly,",MA,01915
Sweat Fixx - Southie,323 Dorchester Avenue,"Boston,",MA,02127
Sweat Fixx - Wakefield,383 Lowell Street,"Wakefield,",MA,01880
The Body Center,1 Holden Street,"Brookline,",MA,02445
Turnstyle Cycle - Back Bay,43 Fairfield Street,"Boston,",MA,02116
Turnstyle Cycle - Charlestown,24 Cambridge Street,"Charlestown,",MA,02129
Turnstyle Cycle - Kendall Square,"One Kendall Square, Suite b3002","Cambridge,",MA,02139
Turnstyle Cycle - South End,300 Harrison Avenue,"Boston,",MA,02118
Turnstyle Cycle - Woburn,6 Cummings Park Drive,"Woburn,",MA,01801
Upbeat Cycling,"6 Schouler Court, Rear","Arlington,",MA,02476
Vitality Personal Fitness,118 Needham St.,"Newton,",MA,02464
Women's Fitness of Boston,27 School St.,"Boston,",MA,02108
Xtend Barre Burlington,"62 Second Avenue, Suite D","Burlington,",MA,01803
Zone5 Fitness,3 Hancock Street,"Boston,",MA,02114
532Yoga,"532 North Washington St. , Suite 100","Alexandria,",VA,22314
Ashtanga Yoga Studio DC,5117 MacArthur Blvd NW,"Washington,",DC,20016
Atlas Fitness,920 11th Street SE,"Washington,",DC,20003
Balanced Athlete Fitness Studios,5538 Connecticut Avenue Northwest,"Washington,",DC,20015
Balance Gym Capitol Hill,214 D Street SE,"Washington,",DC,20005
Balance Gym Foggy Bottom,2401 M ST NW,"Washington,",DC,20037
Balance Gym Glover Park,2121 Wisconsin Avenue NW,"Washington,",DC,20007
Balance Gym Thomas Circle,1339 Green Court NW,"Washington,",DC,20005
Ballston CrossFit,1110 N Glebe Rd,"Arlington,",VA,22201
Banana Skirt Productions,1630 14th Street Northwest,"Washington,",DC,20009
Barre3 - Georgetown,"1000 Wisconsin Ave NW, Suite G100","Washington,",DC,20007
barre3 Spring Valley,4900 Massachusetts Ave NW,"Washington,",DC,20016
barre3 Union Station,701 2nd St NE,"Washington,",DC,20002
Be Here Now Yoga,411 8th Street SE,"Washington ,",DC,20003
Biker Barre,738 7th St. SE,"Washington,",DC,20003
Clarendon Fitness,2907 Wilson Blvd.,"Arlington,",VA,22201
CrossFit DC H St NE,1365 H St NE,"Washington,",DC,20002
CrossFit DC U St NW,1507 U St NW,"Washington,",DC,20009
Crossfit Hardshells,16778 Oakmont Ave,"Gaithersburg,",MD,20877
CycleBar Columbia Pike,3400 Columbia Pike Suite 100,"Arlington,",VA,22204
Dance Loft on 14,4618 14th St NW,"Washington,",DC,20009
DC Pilates,526 H Street Northeast,"Washington,",DC,20002
DC Soccer Sessions,401 I St SW,"Washington,",DC,20024
District Pilates,4011 Georgia Ave St NW,"Washington ,",DC,20011
E60 Fitness - Arlington,1524 Clarendon Blvd.,"Arlington,",VA,22209
East Meets West Yoga,8227 Old Courthouse Road #310,"Vienna,",VA,22182
ElectionCycle,1108 H Street Northeast,"Washington,",DC,20002
Embrace Yoga DC,"1650 Columbia Road NW., 2nd Floor","Washington,",DC,20009
EPIC Interval Training D.C,506 K Street Northwest,"Washington,",DC,20001
F45 Training Bethesda,4800 Auburn Avenue,"Bethesda,",MD,20814
F45 Training U Street,1020 U Street NW,"Washington,",DC,20001
Fit360,3058 Mount Pleasant St. Northwest,"Washington,",DC,20009
Fit 4 Polers,2304A Huntington Ave,"Alexandria,",VA,22303
FitCrush,5521-C Landy Lane,"Bethesda,",MD,20816
Fitness Generation,"7809 Woodmont Avenue, Level C","Bethesda,",MD,20814
Fitness Snob,617 Rhode Island Avenue NE,"Washington,",DC,20002
Flight Trampoline Park,7200 Fullerton Road,"Springfield,",VA,22150
Future of Fitness,5500 Columbia Pike,"Arlington,",VA,22204
Grace Studios,"8455 Colesville Road, Suite 201","Silver Spring,",MD,20910
Haute Bodhi,"4908 Wisconsin Ave., NW, 2nd Floor","Washington,",DC,20016
Hot Yoga Tysons,1420 Spring Hill Rd. #130,"McLean,",VA,22102
Jordin's Paradise,"1215 Connecticut Ave NW, 4th Floor","Washington,",DC,20036
Lagree DC,1383 H Street NE,"Washington,",DC,20002
Lava Barre,1510 Clarendon Blvd,"Arlington,",VA,22209
MADabolic Arlington,"3100 Clarendon Blvd, Located on N. Highland (across from Trader Joe's)","Arlington,",VA,22201
MINT - Downtown,1001 16th Street NW,"Washington,",DC,20036
MINT - Dupont,1724 California Street NW,"Washington,",DC,20009
MINT (Open Gym) - Downtown,1001 16th Street NW,"Washington,",DC,20036
MINT (Open Gym) - Dupont,1724 California Street,"Washington,",DC,20009
M Street Yoga,"300 M Street SW, #NG2","Washington,",DC,20024
My Body Shop,"6001 66th Ave., #102","Riverdale,",MD,20737
Next Phase - Arlington,"2009 14th Street N., Suite 2","Arlington,",VA,22201
Next Phase - Bethesda,7610 Old Georgetown Rd,"Bethesda,",MD,20814
N-FLUX,1722 I St NW,"Washington,",DC,20006
NUBOXX,701 2nd Street NE,"Washington,",DC,20002
Performance Sport Systems,16778 Oakmont Ave,"Gaithersburg,",MD,20877
Phoenix Rising Dance and Fitness LLC,5714 Industry Lane Unit D,"Frederick,",MD,21704
Pole Pressure - Downtown DC,"1322 14th St NW, Second Floor","Washington,",DC,20005
Pulse Fitness,"5110 Ridgefield Road, Suite 410","Bethesda,",MD,20816
Pure Barre Falls Church,2121 North Westmoreland Street,"Arlington,",VA,22213
Pure Performance Martial Arts,4980 Boiling Brook Parkway,"Rockville,",MD,20852
PureRyde Bethesda,6910 Arlington Rd.,"Bethesda,",MD,20814
recharj,1445 New York Avenue Northwest Suite 130,"Washington,",DC,20005
Reformation Fitness - Capitol Hill,525 8th Street Southeast 2nd Floor,"Washington,",DC,20003
Reformation Fitness - Shaw,1218 9th St NW,"Washington,",DC,20001
River's Edge Yoga,"300 Montgomery Street, 2nd Floor","Alexandria,",VA,22314
ROAM Fitness,"Baltimore Washington International Airport (BWI), Gate D1","Baltimore,",MD,21240
Rock the Reformer - Chevy Chase,"5406 Wisconsin Ave, Suite C","Chevy Chase,",MD,20815
Rock the Reformer - McLean,6254 Old Dominion Drive,"McLean,",VA,22101
Rock the Reformer - Potomac Promenade,"9812 Falls Road, Floor 2","Potomac,",MD,20854
Rock the Reformer- The Palisades,"5185 MacArthur Blvd, Suite 6","Washington ,",DC,20016
RYDE Cycle,"1025 N. Fillmore Street , Suite J","Arlington,",VA,22201
Santé&lt;&gt;Shanti Wellness Pilates&Yoga,3930 Georgia Ave NW,"Washington,",DC,20011
Simon Says Yoga,4611-F Sangamore Road,"Bethesda,",MD,20816
Soka Tribe,905 U St NW (@ Off Road),"Washington,",DC,20001
The Bar Method - Bethesda,7710 Woodmont Ave.,"Bethesda,",MD,20814
The Bar Method - North Potomac,189 Kentlands Boulevard,"Gaithersburg,",MD,20878
The Bar Method - Washington DC,"750 9th St. NW, Suite 103","WASHINGTON,",DC,20001
The Dailey Method DC,"1201 U Street Northwest, Suite 300","Washington,",DC,20009
Top Notch Sports & Fitness,12288 Wilkins Ave. Suite G,"Rockville,",MD,20852
TopNotch Tennis - Langley,728 Live Oak Drive,"McLean,",VA,22101
TopNotch Tennis - Tuckahoe,"Tuckahoe Recreation Club, 1814 Great Falls Street","McLean,",VA,22101
Tyson's Pilates,"1984 Chain Bridge Road, Suite 200","McLean,",VA,22102
Yoga Heights - Park View,3506 Georgia Ave. NW,"Washington,",DC,20010
Yoga Heights - Takoma,255 Carroll Street Northwest,"Washington,",DC,20012
Zengo Cycle - Bethesda,4866 Cordell Avenue,"Bethesda,",MD,20814
Zengo Cycle - Cathedral Commons,3308 Wisconsin Ave #202 N.W.,"Washington,",DC,20016
Zengo Cycle - Kentlands,215 Kentlands Blvd,"Gaithersburg,",MD,20878
Zengo Cycle - Logan Circle,1508 14th St N.W.,"Washington,",DC,20005
Zengo Cycle - Mosaic,2905 District Avenue,"Merrifield,",VA,22031
AfterHours Dance Studio,2228 Newport Boulevard A2,"Costa Mesa,",CA,92627
AuraYoga,8608-A West Sunset Blvd.,"West Hollywood,",CA,90069
AVENIR-LA,4370 Fountain Avenue,"Los Angeles,",CA,90029
Barreworks Studio - Brentwood,"11740 San Vicente Blvd, Suite 210","Los Angeles,",CA,90049
Believe Fitness,113-117 Sierra Street,"EL SEGUNDO,",CA,90245
CardioBody Fitness,5207 Tilden Ave,"Sherman Oaks ,",CA,91401
Chrome Cycle Studio,2180 Westwood Blvd. Suite 2G,"Los Angeles,",CA,90025
Cycle House - Studio City,12103 Ventura Place,"Los Angeles,",CA,91604
Cycle House - West Hollywood,8511 Melrose Avenue,"West Hollywood,",CA,90069
DIG Cycle,5727 Las Virgenes Road,"Calabasas,",CA,91302
Dragonfly Cycling,4455 Van Nuys Blvd,"Sherman Oaks,",CA,91403
dr pilates - Larchmont,418 North Larchmont Boulevard,"Los Angeles,",CA,90004
dr pilates - Wilshire,5480 Wilshire Boulevard,"Los Angeles,",CA,90036
Electric Soul Yoga,12408 Ventura Blvd,"Studio City,",CA,91604
F45 Training Hermosa Beach,1038 Hermosa Avenue,"Hermosa Beach,",CA,90254
G50,138 South Robertson Boulevard,"Los Angeles,",CA,90048
goldbarre,200 Newport Center Drive Suite 308,"Newport Beach,",CA,92660
HARDT FIT,110 Broadway,"Costa Mesa,",CA,92627
JJ Dancer - Multiple Locations,See Class Titles,"Los Angeles,",CA,90048
Karen Lord Pilates Movement,1729 Abbot Kinney Blvd,"Venice,",CA,90291
Lit Yoga Barre,23657 Calabasas Road,"Calabasas,",CA,91302
Love For Pilates - Hollywood,"1253 N Vine St, Suite 23","Los Angeles,",CA,90038
Love for Pilates - Santa Monica,926 Broadway,"Santa Monica,",CA,90401
Love for Pilates - West Hollywood,7926 Beverly Boulevard,"Los Angeles,",CA,90048
Mighty Pilates - Sherman Oaks,13727 Ventura Boulevard,"Sherman Oaks,",CA,91423
modelFIT WeHo,8067 West 3rd Street,"Los Angeles,",CA,90048
Namastday Yoga,"113 North San Vicente Boulevard, 2nd Floor","Beverly Hills,",CA,90211
Pop Physique - Silverlake,3501 W Sunset Blvd,"Los Angeles,",CA,90026
Prema Yoga,17617 Chatsworth St.,"Granada Hills,",CA,91344
Prema Yoga - Evolution,17549 Chatsworth St,"Granada Hills,",CA,91344
Pure Pilates - Ladera Ranch,"1701 Corporate Drive, Suite C4","Ladera Ranch,",CA,92694
Pure Pilates - Laguna Beach,30882 South Coast Highway,"Laguna Beach,",CA,92651
Pure Pilates - Laguna Niguel,"30301 Golden Lantern, Suite B","Laguna Niguel,",CA,92677
Pure Pilates - Rancho Santa Margarita,"22312 El Paseo, Suite C","Rancho Santa Margarita,",CA,92688
Ratio Cycling,5115 Sunset Blvd,"Los Angeles,",CA,90027
Red Diamond Yoga,"3500 Overland Ave., Suite 210","Los Angeles,",CA,90034
Roworx,5750 Boathouse Lane,"Long Beach,",CA,90803
Santa Monica Yoga,1640 Ocean Park Bl,"Santa Monica,",CA,90405
Sumbody - Santa Monica,1831 Wilshire Boulevard,"Santa Monica,",CA,90403
Sumbody - Studio City,4070 Laurel Canyon Blvd,"Studio CIty,",CA,91604
Sweat City Fitness,"3435 Ocean Park Blvd, Suite 206","Santa Monica,",CA,90405
Sweat House OC - Mission Viejo,24000 Alicia Parkway Suite 30,"Mission Viejo,",CA,92691
Sweat House OC - San Clemente,1001 Avenida Pico,"San Clemente,",CA,92673
Swerve Studio,8250 West 3rd St.,"Los Angeles,",CA,90048
Unlimited Fitness,3219 Manhattan Ave,"Hermosa Beach,",CA,90254
Unplug Meditation - Santa Monica,12401 Wilshire Blvd,"Los Angeles,",CA,90025
Unplug Meditation - West Hollywood,"8500 Melrose Avenue, 2nd Floor","West Hollywood,",CA,90069
Up Flying Yoga,11101 Ventura Blvd #6,"Studio City,",CA,91604
WundaBar Pilates - Calabasas,22255 Mulholland Hwy. (Gelson's Plaza),"Calabasas,",CA,91302
WundaBar Pilates - Montrose,2303 Honolulu Ave.,"Montrose,",CA,91020
WundaBar Pilates - Pasadena,860 E Green St,"Pasadena,",CA,91101
WundaBar Pilates - Studio City,12416 Ventura Boulevard,"Studio City,",CA,91604
Atlas Performance,1030 N. Larrabee St.,"Chicago,",IL,60610
Atlas Performance at CrossFit Logan,2080 North Milwaukee Avenue,"Chicago,",IL,60647
Bar Method,1271 North Milwaukee Avenue,"Chicago,",IL,60622
Bodi Shak,4704 North Broadway,"Chicago,",IL,60640
Bollywood Groove,"1304 N Wood St., Unit 1","Chicago,",IL,60622
CrossTown Fitness - Northside,3600 North Halsted Street,"Chicago,",IL,60613
CrossTown Fitness - Roscoe Village,3406 North Lincoln Avenue,"Chicago,",IL,60657
CrossTown Fitness - West Loop,1031 West Madison St,"Chicago,",IL,60607
EFT Sports Performance,"1630 Old Deerfield Rd, Suite #106","Highland Park,",IL,60035
ENRGi Fitness,676 N LaSalle Suite 100,"Chicago,",IL,60654
Fit Body Boot Camp - Lincoln Park,"1820 W Webster, Unit 204","Chicago,",IL,60614
Fit Body Boot Camp - Old Town,625 West Division Street,"Chicago,",IL,60610
Grab A Game,Multiple Locations (See Game Descriptions),"Chicago,",IL,60642
Hang 5 Fitness,2215 North Halsted Street,"Chicago,",IL,60614
Kick@55 Fitness Lincoln Park,2215 North Halsted Street,"Chicago,",IL,60614
Kick@55 Fitness River North,"108 West Hubbard Street, Lower Level","Chicago,",IL,60654
Local Yoga,7234 Madison Street,"Forest Park,",IL,60130
MaZi Dance Fitness,719 S State St,"Chicago,",IL,60605
Mazi Dance Fitness,2001 W North Ave,"Chicago,",IL,60622
Mirepoix Wellness Studio,1414 North Ashland Avenue,"Chicago,",IL,60622
North Shore Yoga - Bannockburn,2523 Waukegan Road,"Bannockburn,",IL,60015
North Shore Yoga - Evanston,1407 Greenleaf,"Evanston,",IL,60602
North Shore Yoga - Northfield,401 Wagner Rd,"Northfield,",IL,60093
Rising Goddess Fitness,208 E. Chicago Avenue,"Westmont,",IL,60559
Runn Chicago,918 North Ashland Avenue,"Chicago,",IL,60622
Spynergy Wicker Park,1632 B West Division Street,"Chicago,",IL,60622
Stretch Chi,4765 N Lincoln Ave Suite 207,"Chicago,",IL,60625
Tensile Strength Studio & Barrington Yoga Loft,756 W. Northwest Hwy Ste. B,"Barrington,",IL,60010
The Bar Method - Gold Coast,"1 East Delaware Place, Suite 208","Chicago,",IL,60611
The Barre Code - Gold Coast,1165 N. Clark,"Chicago,",IL,60610
The Barre Code - Lakeview,959 W. Belmont Ave,"Chicago ,",IL,60657
The Barre Code - Michigan Ave,324 N. Michigan Ave,"Chicago,",IL,60601
The Barre Code - River North,435 N LaSalle,"Chicago,",IL,60654
The Lab,"159 North Racine Avenue, Suite #2","Chicago,",IL,60607
TITLE Boxing Club - Evanston,1029 Davis Street,"Evanston,",IL,60201
TITLE Boxing Club - Lincoln Park,2417 North Clark Street,"Chicago,",IL,60614
TITLE Boxing Club - Wicker Park,1355 N Milwaukee Ave,"Chicago,",IL,60622
Wells Street Fitness,1219 N. Wells St.,"Chicago,",IL,60610
West Town Yoga & Barre,918 North Ashland Avenue Suite 100,"Chicago,",IL,60622
YOGA 2.0,"215 W Ontario, 2nd Floor, 2nd Floor","Chicago,",IL,60654
Yoga Loft Studios - Oak Park,"105 North Oak Park Avenue, Second Floor","Oak Park,",IL,60301
Yoga Loft Studios - River North,15 West Hubbard Street Fourth Floor,"Chicago,",IL,60654
YOGGIC,3110 North Sheffield Avenue,"Chicago,",IL,60657
Zen Yoga Garage,1845 N. Milwaukee Ave,"Chicago,",IL,60647
